ids,name,full_name,inviable
YGL015C,BIL2,Bud6-interacting ligand 2,0
YGL016W,KAP122,KAryoPherin,0
YGL017W,ATE1,Arginyl-tRNA-protein transfErase,0
YGL018C,JAC1,J-type Accessory Chaperone,1
YGL019W,CKB1,Casein Kinase Beta subunit,0
YGL020C,GET1,Guided Entry of Tail-anchored proteins,0
YGL021W,ALK1,,0
YGL023C,PIB2,PtdIns(3)p-Binding,0
YGL024W,,,0
YGL025C,PGD1,PolyGlutamine Domain,0
YGL026C,TRP5,TRyPtophan,0
YGL027C,CWH41,Calcofluor White Hypersensitive,0
YGL028C,SCW11,Soluble Cell Wall protein,0
YGL029W,CGR1,Coiled-coil Growth-Regulated,0
YGL030W,RPL30,Ribosomal Protein of the Large subunit,1
YGL031C,RPL24A,Ribosomal Protein of the Large subunit,0
YGL032C,AGA2,a-AGglutinin,0
YGL033W,HOP2,HOmologous Pairing,0
YGL034C,,,0
YGL035C,MIG1,Multicopy Inhibitor of GAL gene expression,0
YGL036W,,,0
YGL037C,PNC1,Pyrazinamidase and NiCotinamidase,0
YGL038C,OCH1,Outer CHain elongation,0
YGL039W,,,0
YGL040C,HEM2,HEMe biosynthesis,1
YGL041C,,,0
YGL041C-B,,,0
YGL042C,,,0
YGL043W,DST1,DNA Strand Transfer,0
YGL044C,RNA15,poly(A) mRNA metabolism,1
YGL045W,RIM8,Regulator of IME2,0
YGL047W,ALG13,Asparagine-Linked Glycosylation,1
YGL048C,RPT6,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",1
YGL049C,TIF4632,Translation Initiation Factor,0
YGL050W,TYW3,Trna-YW synthesizing protein,0
YGL051W,MST27,Multicopy suppressor of Sec Twenty one,0
YGL053W,PRM8,Pheromone-Regulated Membrane protein,0
YGL054C,ERV14,ER Vesicle,0
YGL055W,OLE1,OLEic acid requiring,1
YGL056C,SDS23,homolog of S. pombe SDS23,0
YGL057C,GEP7,GEnetic interactors of Prohibitins,0
YGL058W,RAD6,RADiation sensitive,0
YGL059W,PKP2,Protein Kinase of PDH,0
YGL060W,YBP2,Yap1-Binding Protein,0
YGL061C,DUO1,Death Upon Overproduction,1
YGL062W,PYC1,PYruvate Carboxylase,0
YGL063W,PUS2,PseudoUridine Synthase,0
YGL064C,MRH4,Mitochondrial RNA Helicase,0
YGL065C,ALG2,Asparagine-Linked Glycosylation,1
YGL066W,SGF73,"SaGa associated Factor, 73 kDa",0
YGL067W,NPY1,NADH PYrophosphatase,0
YGL068W,MNP1,Mitochondrial-Nucleoid Protein,1
YGL069C,,,1
YGL070C,RPB9,RNA Polymerase B,0
YGL071W,AFT1,Activator of Ferrous Transport,0
YGL072C,,,0
YGL073W,HSF1,Heat Shock transcription Factor,1
YGL074C,,,1
YGL075C,MPS2,MonoPolar Spindle,1
YGL076C,RPL7A,Ribosomal Protein of the Large subunit,0
YGL077C,HNM1,Hyper-resistance to Nitrogen Mustard,0
YGL078C,DBP3,Dead Box Protein,0
YGL079W,KXD1,KxDL homolog,0
YGL080W,MPC1,Mitochondrial Pyruvate Carrier,0
YGL081W,,,0
YGL082W,,,0
YGL083W,SCY1,,0
YGL084C,GUP1,Glycerol UPtake,0
YGL085W,LCL3,Long Chronological Lifespan 3,0
YGL086W,MAD1,Mitotic Arrest-Deficient,0
YGL087C,MMS2,Methyl MethaneSulfonate sensitivity,0
YGL088W,,,0
YGL089C,MF(ALPHA)2,Mating Factor ALPHA,0
YGL090W,LIF1,Ligase Interacting Factor,0
YGL091C,NBP35,Nucleotide Binding Protein,1
YGL092W,NUP145,NUclear Pore,1
YGL093W,SPC105,Spindle Pole Component,1
YGL094C,PAN2,Poly(A)-binding protein-dependent poly(A) riboNuclease,0
YGL095C,VPS45,Vacuolar Protein Sorting,0
YGL096W,TOS8,Target Of Sbf,0
YGL097W,SRM1,Suppressor of Receptor Mutations,1
YGL098W,USE1,Unconventional SNARE in the ER,1
YGL099W,LSG1,Large-Subunit Gtpase,1
YGL101W,YGK1,,0
YGL102C,,,1
YGL103W,RPL28,Ribosomal Protein of the Large subunit,1
YGL104C,VPS73,Vacuolar Protein Sorting,0
YGL105W,ARC1,Aminoacyl-tRNA synthetase Cofactor,0
YGL107C,RMD9,Required for Meiotic nuclear Division,0
YGL108C,,,0
YGL109W,,,0
YGL110C,CUE3,Coupling of Ubiquitin conjugation to ER degradation,0
YGL111W,NSA1,Nop Seven Associated,1
YGL112C,TAF6,TATA binding protein-Associated Factor,1
YGL113W,SLD3,Synthetically Lethal with Dpb11-1,1
YGL114W,,,0
YGL115W,SNF4,Sucrose NonFermenting,0
YGL116W,CDC20,Cell Division Cycle,1
YGL117W,,,0
YGL118C,,,0
YGL120C,PRP43,Pre-mRNA Processing,1
YGL121C,GPG1,G Protein Gamma,0
YGL122C,NAB2,Nuclear polyAdenylated RNA-Binding,1
YGL123W,RPS2,Ribosomal Protein of the Small subunit,1
YGL124C,MON1,MONensin sensitivity,0
YGL125W,MET13,METhionine requiring,0
YGL126W,SCS3,Suppressor of Choline Sensitivity,0
YGL127C,SOH1,Suppressor Of Hpr1,0
YGL128C,CWC23,Complexed With Cef1p,1
YGL129C,RSM23,Ribosomal Small subunit of Mitochondria,0
YGL130W,CEG1,Capping Enzyme Guanylyltransferase,1
YGL131C,SNT2,,0
YGL132W,,,0
YGL133W,ITC1,Imitation switch Two Complex,0
YGL134W,PCL10,Pho85 CycLin,0
YGL135W,RPL1B,Ribosomal Protein of the Large subunit,0
YGL136C,MRM2,Mitochondrial rRNA Methyl transferase,0
YGL137W,SEC27,SECretory,1
YGL138C,,,0
YGL139W,FLC3,FLavin Carrier,0
YGL140C,,,0
YGL141W,HUL5,Hect Ubiquitin Ligase,0
YGL142C,GPI10,GlycosylPhosphatidylInositol anchor biosynthesis,1
YGL143C,MRF1,Mitochondrial peptide chain Release Factor,0
YGL144C,ROG1,Revertant Of Glycogen synthase kinase mutation,0
YGL145W,TIP20,SEC20 (Twenty) Interacting Protein,1
YGL146C,RRT6,Regulator of rDNA Transcription,0
YGL147C,RPL9A,Ribosomal Protein of the Large subunit,0
YGL148W,ARO2,AROmatic amino acid requiring,0
YGL149W,,,0
YGL150C,INO80,INOsitol requiring,1
YGL151W,NUT1,Negative regulation of URS Two,0
YGL152C,,,0
YGL153W,PEX14,PEroXisome related,0
YGL154C,LYS5,LYSine requiring,0
YGL155W,CDC43,Cell Division Cycle,1
YGL156W,AMS1,Alpha-MannoSidase,0
YGL157W,ARI1,"Aldehyde Reductase Intermediate, subclass of SDR",0
YGL158W,RCK1,Radiation sensitivity Complementing Kinase,0
YGL159W,,,0
YGL160W,AIM14,Altered Inheritance rate of Mitochondria,0
YGL161C,YIP5,Ypt-Interacting Protein,0
YGL162W,SUT1,Sterol UpTake,0
YGL163C,RAD54,RADiation sensitive,0
YGL164C,YRB30,Yeast Ran Binder,0
YGL165C,,,0
YGL166W,CUP2,,0
YGL167C,PMR1,Plasma Membrane ATPase Related,0
YGL168W,HUR1,HydroxyUrea Resistance,0
YGL169W,SUA5,Suppressor of Upstream AUG,1
YGL170C,SPO74,SPOrulation,0
YGL171W,ROK1,Rescuer Of Kem1,1
YGL172W,NUP49,NUclear Pore,1
YGL173C,XRN1,eXoRiboNuclease,0
YGL174W,BUD13,BUD site selection,0
YGL175C,SAE2,Sporulation in the Absence of spo Eleven,0
YGL176C,,,0
YGL177W,,,0
YGL179C,TOS3,Target Of Sbf,0
YGL180W,ATG1,AuTophaGy related,0
YGL181W,GTS1,Glycine Threonine Serine repeat protein,0
YGL188C-A,,,0
YGL194C,HOS2,Hda One Similar,0
YGL195W,GCN1,General Control Nonderepressible,0
YGL196W,DSD1,,0
YGL197W,MDS3,Mck1 Dosage Suppressor,0
YGL198W,YIP4,Ypt-Interacting Protein,0
YGL199C,,,0
YGL200C,EMP24,EndoMembrane Protein,0
YGL201C,MCM6,MiniChromosome Maintenance,1
YGL202W,ARO8,AROmatic amino acid requiring,0
YGL203C,KEX1,Killer EXpression defective,0
YGL205W,POX1,,0
YGL206C,CHC1,Clathrin Heavy Chain,0
YGL207W,SPT16,SuPpressor of Ty,1
YGL208W,SIP2,SNF1-Interacting Protein,0
YGL209W,MIG2,Multicopy Inhibitor of GAL gene expression,0
YGL210W,YPT32,Yeast Protein Two,0
YGL211W,NCS6,Needs Cla4 to Survive,0
YGL212W,VAM7,VAcuolar Morphogenesis,0
YGL213C,SKI8,SuperKIller,0
YGL214W,,,0
YGL215W,CLG1,Cyclin-Like Gene,0
YGL216W,KIP3,KInesin related Protein,0
YGL217C,,,0
YGL218W,,,0
YGL219C,MDM34,Mitochondrial Distribution and Morphology,0
YGL220W,BOL2,BolA-like protein,0
YGL221C,NIF3,Ngg1p-Interacting Factor,0
YGL222C,EDC1,Enhancer of mRNA DeCapping,0
YGL223C,COG1,Conserved Oligomeric Golgi complex,0
YGL224C,SDT1,Suppressor of Disruption of TFIIS,0
YGL225W,VRG4,Vandate Resistance Glycosylation,1
YGL226C-A,OST5,OligoSaccharylTransferase,0
YGL226W,MTC3,Maintenance of Telomere Capping,0
YGL227W,VID30,Vacuolar Import and Degradation,0
YGL228W,SHE10,Sensitivity to High Expression,0
YGL229C,SAP4,Sit4 Associated Protein,0
YGL230C,,,0
YGL231C,EMC4,ER Membrane protein Complex,0
YGL232W,TAN1,Trna AcetylatioN,0
YGL233W,SEC15,SECretory,1
YGL234W,ADE57,ADEnine requiring,0
YGL235W,,,0
YGL236C,MTO1,Mitochondrial Translation Optimization,0
YGL237C,HAP2,Heme Activator Protein,0
YGL238W,CSE1,Chromosome SEgregation,1
YGL239C,,,1
YGL240W,DOC1,Destruction Of Cyclin B,0
YGL241W,KAP114,KAryoPherin,0
YGL242C,,,0
YGL243W,TAD1,tRNA-specific Adenosine Deaminase,0
YGL244W,RTF1,Restores TBP Function,0
YGL245W,GUS1,GlUtamyl-tRNA Synthetase,1
YGL246C,RAI1,Rat1p Interacting Protein,0
YGL247W,BRR6,Bad Response to Refrigeration,1
YGL248W,PDE1,PhosphoDiEsterase,0
YGL249W,ZIP2,ZIPping up meiotic chromosomes,0
YGL250W,RMR1,Reduced Meiotic Recombination,0
YGL251C,HFM1,Helicase Family Member,0
YGL252C,RTG2,ReTroGrade regulation,0
YGL253W,HXK2,HeXoKinase,0
YGL254W,FZF1,Five Zinc Fingers,0
YGL255W,ZRT1,Zinc-Regulated Transporter,0
YGL256W,ADH4,Alcohol DeHydrogenase,0
YGL257C,MNT2,MaNnosylTransferase,0
YGL258W,VEL1,VELum formation,0
YGL259W,YPS5,YaPSin,0
YGL260W,,,0
YGL261C,PAU11,seriPAUperin,0
YGL262W,,,0
YGL263W,COS12,COnserved Sequence,0
YGR001C,EFM5,Elongation Factor Methyltransferase,0
YGR002C,SWC4,SWr Complex,1
YGR003W,CUL3,CULlin,0
YGR004W,PEX31,PEroXisome related,0
YGR005C,TFG2,Transcription Factor G,1
YGR006W,PRP18,Pre-mRNA Processing,0
YGR007W,ECT1,Ethanolamine-phosphate CytidylylTransferase,0
YGR008C,STF2,STabilizing Factor,0
YGR009C,SEC9,SECretory,1
YGR010W,NMA2,Nicotinamide Mononucleotide Adenylyltransferase,0
YGR011W,,,0
YGR012W,MCY1,putative Mitochondrial CYsteine synthase,0
YGR013W,SNU71,Small NUclear ribonucleoprotein associated,1
YGR014W,MSB2,Multicopy Suppression of a Budding defect,0
YGR015C,EAT1,Ethanol AcetylTransferase,0
YGR016W,,,0
YGR017W,,,0
YGR018C,,,0
YGR019W,UGA1,Utilization of GAba,0
YGR020C,VMA7,Vacuolar Membrane Atpase,0
YGR021W,DPC29,Delta-Psi dependent mitochondrial import and Cleavage protein of ~29 kDa,0
YGR022C,,,0
YGR023W,MTL1,Mid-Two Like,0
YGR024C,THG1,tRNAHis Guanylyltransferase,1
YGR025W,,,0
YGR026W,,,0
YGR027C,RPS25A,Ribosomal Protein of the Small subunit,0
YGR028W,MSP1,Mitochondrial Sorting of Proteins,0
YGR029W,ERV1,Essential for Respiration and Viability,1
YGR030C,POP6,Processing Of Precursor RNAs,1
YGR031W,IMO32,Intermediate cleaved by Mitochondrial Octapeptidyl aminopeptidase,0
YGR032W,GSC2,Glucan Synthase of Cerevisiae,0
YGR033C,TIM21,Translocase of the Inner Mitochondrial membrane,0
YGR034W,RPL26B,Ribosomal Protein of the Large subunit,0
YGR035C,,,0
YGR035W-A,,,0
YGR036C,CAX4,CAlmodulin-dependent in cmd one two twenty-siX,0
YGR037C,ACB1,Acyl-CoA-Binding,0
YGR038W,ORM1,,0
YGR039W,,,0
YGR040W,KSS1,Kinase Suppressor of Sst2 mutations,0
YGR041W,BUD9,BUD site selection,0
YGR042W,MTE1,Mph1-associated TElomere maintenance protein,0
YGR043C,NQM1,Non-Quiescent Mutant,0
YGR044C,RME1,Regulator of MEiosis,0
YGR045C,,,0
YGR046W,TAM41,Translocator Assembly and Maintenance,1
YGR047C,TFC4,Transcription Factor class C,1
YGR048W,UFD1,Ubiquitin Fusion Degradation protein,1
YGR049W,SCM4,Suppressor of Cdc4 Mutation,0
YGR050C,,,0
YGR051C,,,0
YGR052W,FMP48,Found in Mitochondrial Proteome,0
YGR053C,MCO32,Mitochondrial Class One protein of 32 kDa,0
YGR054W,,,0
YGR055W,MUP1,Methionine UPtake,0
YGR056W,RSC1,Remodel the Structure of Chromatin,0
YGR057C,LST7,Lethal with Sec Thirteen,0
YGR058W,PEF1,Penta-EF-Hand protein,0
YGR059W,SPR3,SPorulation Regulated,0
YGR060W,ERG25,ERGosterol biosynthesis,1
YGR061C,ADE6,ADEnine requiring,0
YGR062C,COX18,Cytochrome c OXidase,0
YGR063C,SPT4,SuPpressor of Ty's,0
YGR064W,,,0
YGR065C,VHT1,Vitamin H Transporter,1
YGR066C,GID10,Glucose Induced Degradation deficient,0
YGR067C,,,0
YGR068C,ART5,Arrestin-Related Trafficking adaptors,0
YGR069W,,,0
YGR070W,ROM1,RhO1 Multicopy suppressor,0
YGR071C,ENV11,late ENdosome and Vacuole interface function,0
YGR072W,UPF3,UP Frameshift,0
YGR073C,,,1
YGR074W,SMD1,snRNA Sm binding site protein D1,1
YGR075C,PRP38,Pre-mRNA Processing,1
YGR076C,MRPL25,"Mitochondrial Ribosomal Protein, Large subunit",0
YGR077C,PEX8,PEroXin,0
YGR078C,PAC10,Perish in the Absence of Cin8p,0
YGR079W,,,0
YGR080W,TWF1,TWinFilin,0
YGR081C,SLX9,,0
YGR082W,TOM20,Translocase of the Outer Mitochondrial membrane,1
YGR083C,GCD2,General Control Derepressed,1
YGR084C,MRP13,Mitochondrial Ribosomal Protein,0
YGR085C,RPL11B,Ribosomal Protein of the Large subunit,0
YGR086C,PIL1,Phosphorylation Inhibited by Long chain bases,0
YGR087C,PDC6,Pyruvate DeCarboxylase,0
YGR088W,CTT1,CaTalase T,0
YGR089W,NNF2,,0
YGR090W,UTP22,U Three Protein,1
YGR091W,PRP31,Pre-mRNA Processing,1
YGR092W,DBF2,DumbBell Former,0
YGR093W,DRN1,Debranching enzyme-associated RiboNuclease,0
YGR094W,VAS1,VAlyl-tRNA Synthetase,1
YGR095C,RRP46,Ribosomal RNA Processing,1
YGR096W,TPC1,Thiamine Pyrophosphate Carrier,0
YGR097W,ASK10,Activator of SKn7,0
YGR098C,ESP1,Extra Spindle Pole bodies,1
YGR099W,TEL2,TELomere maintenance,1
YGR100W,MDR1,Mac1-Dependent Regulator,0
YGR101W,PCP1,Processing of Cytochrome c Peroxidase,0
YGR102C,GTF1,Glutaminyl Transamidase subunit F,0
YGR103W,NOP7,NucleOlar Protein,1
YGR104C,SRB5,Suppressor of RNA polymerase B,0
YGR105W,VMA21,Vacuolar Membrane Atpase,0
YGR106C,VOA1,V0 Assembly protein,0
YGR107W,,,0
YGR108W,CLB1,CycLin B,0
YGR109C,CLB6,CycLin B,0
YGR110W,CLD1,CardioLipin-specific Deacylase,0
YGR111W,,,0
YGR112W,SHY1,SURF Homolog of Yeast,0
YGR113W,DAM1,Duo1 And Mps1 interacting,1
YGR114C,,,1
YGR115C,,,1
YGR116W,SPT6,SuPpressor of Ty's,1
YGR117C,,,0
YGR118W,RPS23A,Ribosomal Protein of the Small subunit,0
YGR119C,NUP57,NUclear Pore,1
YGR120C,COG2,Conserved Oligomeric Golgi complex,1
YGR121C,MEP1,,0
YGR121W-A,,,0
YGR122W,,,0
YGR123C,PPT1,Protein Phosphatase T,0
YGR124W,ASN2,ASparagiNe requiring,0
YGR125W,VSB1,Vacuolar Storage of Basic amino acids,0
YGR126W,,,0
YGR127W,,,0
YGR128C,UTP8,U Three Protein,1
YGR129W,SYF2,SYnthetic lethal with cdc40 (Forty),0
YGR130C,,,0
YGR131W,FHN1,Functional Homolog of Nce102,0
YGR132C,PHB1,ProHiBitin,0
YGR133W,PEX4,PEroXin,0
YGR134W,CAF130,CCR4 Associated Factor,0
YGR135W,PRE9,PRoteinase yscE,0
YGR136W,LSB1,Las Seventeen Binding protein,0
YGR137W,,,0
YGR138C,TPO2,Transporter of POlyamines,0
YGR139W,,,0
YGR140W,CBF2,Centromere-Binding Factor,1
YGR141W,VPS62,Vacuolar Protein Sorting,0
YGR142W,BTN2,BaTteN disease,0
YGR143W,SKN1,Suppressor of Kre Null,0
YGR144W,THI4,THIamine metabolism,0
YGR145W,ENP2,Essential Nuclear Protein,1
YGR146C,ECL1,Extends Chronological Lifespan,0
YGR146C-A,,,0
YGR147C,NAT2,N-terminal AcetylTransferase,1
YGR148C,RPL24B,Ribosomal Protein of the Large subunit,0
YGR149W,GPC1,GlyceroPhosphoCholine acyltransferase,0
YGR150C,CCM1,COB and COX1 mRNA maturation,0
YGR151C,,,0
YGR152C,RSR1,RaS-Related,0
YGR153W,,,0
YGR154C,GTO1,Glutathione Transferase Omega-like,0
YGR155W,CYS4,CYStathionine beta-synthase,0
YGR156W,PTI1,PTa1p Interacting protein,1
YGR157W,CHO2,CHOline requiring,0
YGR158C,MTR3,MRNA TRansport,1
YGR159C,NSR1,,0
YGR160W,,,0
YGR161C,RTS3,,0
YGR163W,GTR2,GTp binding protein Resemblance,0
YGR164W,,,0
YGR165W,MRPS35,"Mitochondrial Ribosomal Protein, Small subunit",0
YGR166W,TRS65,TRapp Subunit,0
YGR167W,CLC1,Clathrin Light Chain,0
YGR168C,PEX35,PEroXin,0
YGR169C,PUS6,PseudoUridine Synthase,0
YGR169C-A,LSO2,Late-annotated Small Open reading frame,0
YGR170W,PSD2,PhosphatidylSerine Decarboxylase,0
YGR171C,MSM1,"Mitochondrial aminoacyl-tRNA Synthetase, Methionine",0
YGR172C,YIP1,Ypt-Interacting Protein,1
YGR173W,RBG2,RiBosome interacting Gtpase,0
YGR174C,CBP4,Cytochrome B mRNA Processing,0
YGR174W-A,,,0
YGR175C,ERG1,ERGosterol biosynthesis,1
YGR176W,,,0
YGR177C,ATF2,AcetylTransFerase,0
YGR178C,PBP1,Pab1p-Binding Protein,0
YGR179C,OKP1,Outer Kinetochore Protein,1
YGR180C,RNR4,RiboNucleotide Reductase,0
YGR181W,TIM13,Translocase of the Inner Mitochondrial membrane,0
YGR182C,,,0
YGR183C,QCR9,ubiQuinol-cytochrome C oxidoReductase,0
YGR184C,UBR1,,0
YGR185C,TYS1,TYrosyl-tRNA Synthetase,1
YGR186W,TFG1,Transcription Factor G,1
YGR187C,HGH1,HmG1/2 Homolog,0
YGR188C,BUB1,Budding Uninhibited by Benzimidazole,0
YGR189C,CRH1,Congo Red Hypersensitive,0
YGR190C,,,1
YGR191W,HIP1,HIstidine Permease,1
YGR192C,TDH3,Triose-phosphate DeHydrogenase,0
YGR193C,PDX1,Pyruvate Dehydrogenase complex protein X,0
YGR194C,XKS1,XyluloKinaSe,0
YGR195W,SKI6,SuperKIller,1
YGR196C,FYV8,Function required for Yeast Viability,0
YGR197C,SNG1,,0
YGR198W,YPP1,alpha-sYnuclein Protective Protein,1
YGR199W,PMT6,Protein O-MannosylTransferase,0
YGR200C,ELP2,ELongator Protein,0
YGR201C,,,0
YGR202C,PCT1,Phosphocholine CytidylylTransferase,0
YGR203W,YCH1,Yeast Cdc25 Homolog,0
YGR204C-A,,,0
YGR204W,ADE3,ADEnine requiring,0
YGR205W,TDA10,Topoisomerase I Damage Affected,0
YGR206W,MVB12,MultiVesicular Body sorting factor of 12 kilodaltons,0
YGR207C,CIR1,Changed Intracellular Redox state,0
YGR208W,SER2,SERine requiring,0
YGR209C,TRX2,ThioRedoXin,0
YGR210C,,,0
YGR211W,ZPR1,Zinc finger PRotein,1
YGR212W,SLI1,Sphingosine-Like Immunosuppressant resistant gene,0
YGR213C,RTA1,Resistance To 7-Aminocholesterol,0
YGR214W,RPS0A,Ribosomal Protein of the Small subunit,0
YGR215W,RSM27,Ribosomal Small subunit of Mitochondria,0
YGR216C,GPI1,GlycosylPhosphatidylInositol anchoring biosynthesis,1
YGR217W,CCH1,Calcium Channel Homolog,0
YGR218W,CRM1,Chromosome Region Maintenance,1
YGR219W,,,0
YGR220C,MRPL9,"Mitochondrial Ribosomal Protein, Large subunit",0
YGR221C,TOS2,Target Of Sbf,0
YGR222W,PET54,PETite colonies,0
YGR223C,HSV2,Homologous with SVP1,0
YGR224W,AZR1,Acetic Acid and AZoles Resistance,0
YGR225W,AMA1,Activator of Meiotic APC/C,0
YGR226C,,,0
YGR227W,DIE2,Derepression of ITR1 Expression,0
YGR228W,,,0
YGR229C,SMI1,Suppressor of MAR Inhibitor,0
YGR230W,BNS1,Bypasses Need for Spo12p,0
YGR231C,PHB2,ProHiBitin,0
YGR232W,NAS6,Non-ATPase Subunit 6,0
YGR233C,PHO81,PHOsphate metabolism,0
YGR234W,YHB1,Yeast flavoHemogloBin,0
YGR235C,MIC26,MItochondrial contact site and Cristae organizing system,0
YGR236C,SPG1,Stationary Phase Gene,0
YGR237C,,,0
YGR238C,KEL2,KELch repeat,0
YGR239C,PEX21,PEroXin,0
YGR240C,PFK1,PhosphoFructoKinase,0
YGR241C,YAP1802,Yeast Assembly Polypeptide,0
YGR242W,,,0
YGR243W,MPC3,Mitochondrial Pyruvate Carrier,0
YGR244C,LSC2,Ligase of Succinyl-CoA,0
YGR245C,SDA1,Severe Depolymerization of Actin,1
YGR246C,BRF1,B-Related Factor,1
YGR247W,CPD1,Cyclic nucleotide PhosphoDiesterase,0
YGR248W,SOL4,Suppressor Of Los1-1,0
YGR249W,MGA1,,0
YGR250C,RIE1,Restoration of Impaired growths of ERMES-lacking cells,0
YGR251W,NOP19,NucleOlar Protein,1
YGR253C,PUP2,PUtative Proteasome subunit,1
YGR256W,GND2,6-phosphoGlucoNateDehydrogenase,0
YGR259C,,,0
YGR260W,TNA1,Transporter of Nicotinic Acid,0
YGR261C,APL6,clathrin Adaptor Protein complex Large chain,0
YGR262C,BUD32,BUD site selection,0
YGR263C,SAY1,Steryl Acetyl hYdrolase,0
YGR264C,MES1,MEthionyl-tRNA Synthetase,1
YGR265W,,,1
YGR266W,,,0
YGR267C,FOL2,FOLic acid synthesis,1
YGR268C,HUA1,,0
YGR269W,,,0
YGR270W,YTA7,Yeast Tat-binding Analog,0
YGR274C,TAF1,TATA binding protein-Associated Factor,1
YGR275W,RTT102,Regulator of Ty1 Transposition,0
YGR277C,CAB4,Coenzyme A Biosynthesis,1
YGR278W,CWC22,Complexed With Cef1p,1
YGR279C,SCW4,Soluble Cell Wall protein,0
YGR280C,PXR1,PinX1-Related gene,1
YGR281W,YOR1,Yeast Oligomycin Resistance,0
YGR282C,BGL2,Beta-GLucanase,0
YGR283C,,,0
YGR284C,ERV29,ER Vesicle,0
YGR285C,ZUO1,ZUOtin,0
YGR286C,BIO2,BIOtin,0
YGR287C,IMA1,IsoMAltase,0
YGR288W,MAL13,MALtose fermentation,0
YGR290W,,,0
YGR295C,COS6,COnserved Sequence,0
YHL002W,HSE1,"Has Symptoms of class E mutants; resembles Hbp, Stam and East",0
YHL003C,LAG1,Longevity Assurance Gene,0
YHL005C,,,0
YHL006C,SHU1,Suppressor of HU sensitivity,0
YHL007C,STE20,STErile,0
YHL008C,,,0
YHL009C,YAP3,Yeast AP-1,0
YHL010C,ETP1,Ethanol Tolerance Protein,0
YHL011C,PRS3,PhosphoRibosylpyrophosphate Synthetase,0
YHL012W,,,0
YHL013C,OTU2,member of the Ovarian TUmor family,0
YHL014C,YLF2,,0
YHL015W,RPS20,Ribosomal Protein of the Small subunit,1
YHL015W-A,,,0
YHL016C,DUR3,Degradation of URea,0
YHL017W,,,0
YHL019C,APM2,clathrin Adaptor Protein complex Medium chain,0
YHL020C,OPI1,OverProducer of Inositol,0
YHL021C,AIM17,Altered Inheritance rate of Mitochondria,0
YHL022C,SPO11,SPOrulation,0
YHL023C,NPR3,Nitrogen Permease Regulator,0
YHL024W,RIM4,Regulator of IME2,0
YHL025W,SNF6,Sucrose NonFermenting,0
YHL026C,,,0
YHL027W,RIM101,Regulator of IME2,0
YHL028W,WSC4,cell Wall integrity and Stress response Component,0
YHL029C,OCA5,Oxidant-induced Cell-cycle Arrest,0
YHL030W,ECM29,ExtraCellular Mutant,0
YHL031C,GOS1,GOlgi Snare,0
YHL032C,GUT1,Glycerol UTilization,0
YHL033C,RPL8A,Ribosomal Protein of the Large subunit,0
YHL034C,SBP1,,0
YHL035C,VMR1,Vacuolar Multidrug Resistance,0
YHL036W,MUP3,Methionine UPtake,0
YHL037C,,,0
YHL038C,CBP2,Cytochrome B mRNA Processing,0
YHL039W,EFM1,Elongation Factor Methyltransferase,0
YHL040C,ARN1,AFT1 ReguloN,0
YHL041W,,,0
YHL042W,,,0
YHL043W,ECM34,ExtraCellular Mutant,0
YHL044W,,,0
YHL045W,,,0
YHL046C,PAU13,seriPAUperin,0
YHL047C,ARN2,AFT1 ReguloN,0
YHR001W-A,QCR10,ubiQuinol-cytochrome C oxidoReductase,0
YHR003C,TCD1,tRNA ThreonylCarbamoyladenosine Dehydratase,0
YHR004C,NEM1,Nuclear Envelope Morphology,0
YHR005C,GPA1,G Protein Alpha subunit,0
YHR005C-A,TIM10,Translocase of the Inner Membrane,1
YHR006W,STP2,protein with similarity to Stp1p,0
YHR007C,ERG11,ERGosterol biosynthesis,1
YHR007C-A,,,0
YHR008C,SOD2,SuperOxide Dismutase,0
YHR009C,TDA3,Topoisomerase I Damage Affected,0
YHR010W,RPL27A,Ribosomal Protein of the Large subunit,0
YHR011W,DIA4,Digs Into Agar,0
YHR012W,VPS29,Vacuolar Protein Sorting,0
YHR013C,ARD1,ARrest Defective,0
YHR014W,SPO13,SPOrulation,0
YHR015W,MIP6,Mex67-Interacting Protein,0
YHR016C,YSC84,,0
YHR017W,YSC83,,0
YHR018C,ARG4,ARGinine requiring,0
YHR019C,DED81,Defines Essential Domain,1
YHR020W,,,1
YHR021C,RPS27B,Ribosomal Protein of the Small subunit,0
YHR021W-A,ECM12,ExtraCellular Mutant,0
YHR022C,,,0
YHR022C-A,,,0
YHR023W,MYO1,MYOsin,1
YHR024C,MAS2,Mitochondrial ASsembly,1
YHR025W,THR1,THReonine requiring,0
YHR026W,VMA16,Vacuolar Membrane Atpase,0
YHR028C,DAP2,Dipeptidyl AminoPeptidase,0
YHR029C,YHI9,,0
YHR030C,SLT2,Suppressor of the LyTic phenotype,0
YHR031C,RRM3,rDNA Recombination Mutation,0
YHR032W,ERC1,Ethionine Resistance Conferring,0
YHR033W,,,0
YHR034C,PIH1,Protein Interacting with Hsp90,0
YHR035W,NEL1,Non-ERES Localized Sec23 homolog 1,0
YHR036W,BRL1,BRr6 Like protein,1
YHR037W,PUT2,Proline UTilization,0
YHR038W,RRF1,Ribosome Recycling Factor,0
YHR039C,MSC7,Meiotic Sister-Chromatid recombination,0
YHR040W,BCD1,Box C/D snoRNA accumulation,1
